Date,Month,Year,SiteNumber,SiteName,Length_meters,Treatment,Time,WaterElevation,Weather,WaterTemp,Visibility_feet,Visibility_meters,SurveyMethod,VideoOrObserver,LFRcount,WRcount,SRcount,FRcount,Troutcount,AdultPredatorFish,OtherJuvenileFish,Comments,Calculated Flow
8/22/2018,8,2018,210,Painters,290,Impact,14:18,,1,54,12,3.657421518,snorkel downstream,observer,25,0,0,0,1461,0,0,,9704
9/4/2018,9,2018,210,Painters,290,Impact,10:07,,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,188,0,0,,9005
9/21/2018,9,2018,210,Painters,290,Impact,10:20,,1,52,10,3.047851265,snorkel downstream,observer,1,24,0,0,38,0,0,4 dogs on RL,7269
10/1/2018,10,2018,210,Painters,290,Impact,11:00,,3,53,12,3.657421518,snorkel downstream,observer,100,37,0,0,10,0,0,,7233
10/15/2018,10,2018,210,Painters,290,Impact,12:06,,1,54,10,3.047851265,snorkel downstream,observer,198,450,0,0,22,0,0,,7212
11/1/2018,11,2018,210,Painters,290,Impact,11:25,,1,55,10,3.047851265,snorkel downstream,observer,0,750,0,0,60,0,0,1 adult FR salmon,5708
11/13/2018,11,2018,210,Painters,290,Impact,11:45,,2,53,10,3.047851265,snorkel downstream,observer,0,177,0,0,1,0,0,,4553
11/28/2018,11,2018,210,Painters,290,Impact,9:50,,3,55,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,,3985
12/10/2018,12,2018,210,Painters,290,Impact,11:00,,1,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,7,,4018
12/31/2018,12,2018,210,Painters,290,Impact,12:20,,1,48,6,1.828710759,snorkel downstream,observer,0,0,0,458,0,0,0,,3990
1/30/2019,1,2019,210,Painters,290,Impact,12:35,,2,50,5,1.523925632,snorkel downstream,observer,0,0,0,622,0,0,0,,3251
8/12/2016,8,2016,217,Reading Island,3526,Impact,9:00,,1,70,2,0.609570253,Snorkel Downstream,Observer,0,0,0,0,0,2,0,2 LarBass  Kayak survey,10558
6/15/2018,6,2018,217,Reading Island,3526,Baseline,10:08,,1,53,10,3.047851265,snorkel downstream,observer,0,0,0,325,162,0,0,,10584
9/22/2016,9,2016,211,Rio Vista,370,Impact,13:00,,1,57,5,1.523925632,Snorkel Downstream,Observer,0,0,0,0,0,0,62,55 HH  1 SS  6 TSS,8415
7/24/2017,7,2017,211,Rio Vista,370,Impact,10:30,,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,432,291 TSS 61 HH 70 SS 10 TP,11328
8/7/2017,8,2017,211,Rio Vista,370,Impact,13:00,,1,59,4,1.219140506,snorkel downstream,observer,0,0,0,0,0,0,0,,11014
8/23/2017,8,2017,211,Rio Vista,370,Impact,9:30,,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,3,0,125,97 HH  27 TSS  1 SS,11199
9/20/2017,9,2017,211,Rio Vista,370,Impact,9:40,,2,54.7,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,104,100HH  3 SS  1TSB mort,10118
10/5/2017,10,2017,211,Rio Vista,370,Impact,9:40,,1,54,4.5,1.371533069,snorkel downstream,observer,0,0,0,0,5,0,21,20 SS  1 PM,9086
10/18/2017,10,2017,211,Rio Vista,370,Impact,9:20,,1,52,9,2.743066138,snorkel downstream,observer,0,2,0,0,0,0,53,40 SS  13 HH  WR had fungus on tail,8444
11/1/2017,11,2017,211,Rio Vista,370,Impact,9:50,,1,52,9,2.743066138,snorkel downstream,observer,0,0,0,0,1,0,78,25 SS  50 HH  3 TSS,8732
11/15/2017,11,2017,211,Rio Vista,370,Impact,9:40,,4,52,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,189,110 HH  75 SS  4 TSS,6118
3/29/2018,3,2018,211,Rio Vista,370,Impact,12:00,,2,60,2,0.609570253,snorkel downstream,observer,0,0,0,0,0,0,0,,5384
5/14/2018,5,2018,211,Rio Vista,370,Baseline,13:00,,1,60,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,1142,140HH  1000SACSUC  2TP,9443
6/14/2018,6,2018,211,Rio Vista,370,Baseline,9:45,,1,59,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,112,51 HH  57 SACSUC  3 TP  1 TSS,11056
7/10/2018,7,2018,211,Rio Vista,370,Baseline,13:42,,1,60,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,216,80 PM  73 TSS  63 HH,13106
7/24/2018,7,2018,211,Rio Vista,370,Baseline,9:46,,1,60,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,656,330 HH  6 TSB  320 SS,13047
8/6/2018,8,2018,211,Rio Vista,370,Baseline,12:30,,3,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,3,166,54 TSS  100 HH  12 SS  1 PM Adult  2 HH adults,12122
8/21/2018,8,2018,211,Rio Vista,370,Baseline,9:55,,1,58,11,3.352636391,snorkel downstream,observer,0,0,0,0,0,14,0,14 HH  3 turtle  1 minnow,10835
9/5/2018,9,2018,211,Rio Vista,370,Baseline,12:30,,1,60,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,,9551
9/17/2018,9,2018,211,Rio Vista,370,Baseline,12:30,,1,58,10,3.047851265,snorkel downstream,observer,1,0,0,0,1,0,82,80 HH  2 TSS,8640
10/1/2018,10,2018,211,Rio Vista,370,Baseline,11:30,,3,55,8,2.438281012,snorkel downstream,observer,0,0,0,0,1,0,0,,7680
2/22/2016,2,2016,207,Shea Island,683,Baseline,11:30,,1,54,4,1.219140506,snorkel downstream,observer,0,2,0,3,2,0,0,,3310
5/11/2016,5,2016,207,Shea Island,683,Baseline,9:20,,1,60,2.5,0.761962816,snorkel downstream,observer,0,0,0,0,0,0,510,500 SMALL MINNOWS  10 SS,6560
7/21/2016,7,2016,207,Shea Island,683,Baseline,10:00,,1,56,5,1.523925632,Snorkel Downstream,Observer,7,0,0,0,10,0,200,100 HH  100 SS,10517
6/14/2017,6,2017,207,Shea Island,683,Baseline,12:15,,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,0,1,0,33,10 TSS  1 PM  22 HH,10031
6/14/2017,6,2017,207,Shea Island,683,Baseline,12:20,,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,500,juvie suckers,10031
8/2/2017,8,2017,207,Shea Island,683,Baseline,10:40,,1,53,5,1.523925632,snorkel downstream,observer,0,0,0,0,575,0,0,,10666
8/10/2017,8,2017,207,Shea Island,683,Baseline,10:30,,1,54,7.5,2.285888449,snorkel downstream,observer,31,0,0,0,257,0,102,1 adult RT  32 PM  70 TSS,10509
8/24/2017,8,2017,207,Shea Island,683,Baseline,10:20,,1,53,5,1.523925632,snorkel downstream,observer,0,0,0,0,182,0,0,,10644
9/5/2017,9,2017,207,Shea Island,683,Baseline,12:00,,1,54,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,42,30HH  12SS,9114
9/19/2017,9,2017,207,Shea Island,683,Baseline,12:05,,1,54,5.5,1.676318196,snorkel downstream,observer,0,1,0,0,5,0,6,1 SS 5 HH 1 adult trout,9042
10/4/2017,10,2017,207,Shea Island,683,Baseline,9:25,,1,51,9,2.743066138,snorkel downstream,observer,0,3,0,0,49,0,1,1 TSB  2 FR adults,7924
10/17/2017,10,2017,207,Shea Island,683,Baseline,11:45,,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,7,0,8,8 PM,8026
11/2/2017,11,2017,207,Shea Island,683,Baseline,13:00,,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,7,0,30,5 Adult Salmon  30 PM,8075
4/10/2018,4,2018,207,Shea Island,683,Baseline,11:00,,3,66,8,2.438281012,snorkel downstream,observer,0,1,0,0,30,0,255,9TSS  2SACSUC  244HH,3302
5/1/2018,5,2018,207,Shea Island,683,Baseline,10:30,,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,3,0,0,527,12 TSS  500 PM  15 SACSUC (fungus),7027
5/15/2018,5,2018,207,Shea Island,683,Baseline,9:30,,1,50,10,3.047851265,snorkel downstream,observer,0,0,0,3,8,0,122,120 PM  2 TSS,8737
5/30/2018,5,2018,207,Shea Island,683,Baseline,13:36,,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,0,1,0,22,10TSS  12HH,9516
6/11/2018,6,2018,207,Shea Island,683,Baseline,11:20,,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,20,13,0,808,5 adult trout  2 sculpin  1 LMB  500 pm  300 tss,9743
6/27/2018,6,2018,207,Shea Island,683,Baseline,10:45,,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,40,206,1,114,104 PM  10 tss  1 adult trout,12067
7/7/2018,7,2018,207,Shea Island,683,Baseline,9:20,,3,55,9,2.743066138,snorkel downstream,observer,0,0,0,0,133,11,30,26 SS  15 HH,13008
7/11/2018,7,2018,207,Shea Island,683,Baseline,10:40,,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,16,25,2,0,2 adult trout,12994
7/24/2018,7,2018,207,Shea Island,683,Baseline,13:31,,1,57,12,3.657421518,snorkel downstream,observer,0,0,0,1,32,1,0,1 adult trout,13044
8/24/2018,8,2018,207,Shea Island,683,Baseline,10:35,,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,0,45,1,0,1 RBT adult,9496
9/4/2018,9,2018,207,Shea Island,683,Baseline,13:04,,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,25,PKM,9005
9/19/2018,9,2018,207,Shea Island,683,Baseline,10:27,,1,54,12,3.657421518,snorkel downstream,observer,0,1,0,10,26,0,80,80 HH,7621
10/3/2018,10,2018,207,Shea Island,683,Baseline,9:42,,2,54,11,3.352636391,snorkel downstream,observer,0,0,0,0,12,0,0,,7269
10/16/2018,10,2018,207,Shea Island,683,Baseline,12:58,,1,55,10,3.047851265,snorkel downstream,observer,0,12,0,0,68,0,220,220 Hardhead,7225
10/30/2018,10,2018,207,Shea Island,683,Baseline,14:00,,1,54,10,3.047851265,snorkel downstream,observer,1,35,0,0,140,1,1105,Adult RBT  FR salmon,6004
5/30/2018,5,2018,219,South Cypress,88,Baseline,10:47,,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,150,60,0,0,South Cypress,9516
8/8/2018,8,2018,219,South Cypress,88,Baseline,12:04,,3,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,94,0,0,,11502
10/16/2018,10,2018,219,South Cypress,88,Control,11:43,,1,54,10,3.047851265,snorkel downstream,observer,0,750,0,0,0,0,0,,7225
2/9/2016,2,2016,208,Wyndham,458,Control,10:30,,1,49,6,1.828710759,snorkel downstream,observer,0,49,0,449,,0,0,,3170
2/26/2016,2,2016,208,Wyndham,458,Control,10:40,,1,51,4,1.219140506,snorkel upstream,observer,0,0,0,135,0,0,0,,3270
4/12/2016,4,2016,208,Wyndham,458,Control,10:00,,4,52,7,2.133495885,snorkel downstream,observer,81,0,0,11,69,0,25,25 TSS,5040
4/21/2016,4,2016,208,Wyndham,458,Control,12:50,,2,58,6,1.828710759,snorkel downstream,observer,0,0,0,20,20,0,4,4 Three spine stickleback,5040
4/25/2016,4,2016,208,Wyndham,458,Control,13:20,,1,57,7,2.133495885,snorkel downstream,observer,0,0,0,30,309,0,6,1 Cal. Roach  5 TSS,5040
5/3/2016,5,2016,208,Wyndham,458,Control,10:05,,2,56,6,1.828710759,snorkel downstream,observer,0,0,0,0,140,0,0,,5530
5/12/2016,5,2016,208,Wyndham,458,Control,11:25,,1,58,5,1.523925632,snorkel downstream,observer,0,0,0,0,269,0,1,1TSS,6530
6/14/2016,6,2016,208,Wyndham,458,Control,11:45,,2,55,5,1.523925632,snorkel downstream,observer,0,0,0,0,39,0,0,,8080
7/28/2016,7,2016,208,Wyndham,458,Control,10:00,,1,53,6,1.828710759,Snorkel Downstream,Observer,0,0,0,0,414,0,2,2 TSS,10554
8/16/2016,8,2016,208,Wyndham,458,Control,10:00,,1,53,6,1.828710759,Snorkel Downstream,Observer,0,0,0,0,64,0,0,visibility in pool very poor,10483
9/8/2016,9,2016,208,Wyndham,458,Control,11:40,,1,54,8,2.438281012,Snorkel Downstream,Observer,1,0,0,0,37,0,0,,9546
9/15/2016,9,2016,208,Wyndham,458,Control,10:15,,1,54,8,2.438281012,Snorkel Downstream,Observer,2,0,0,0,90,0,0,,9041
9/27/2016,9,2016,208,Wyndham,458,Control,10:30,,1,52,10,3.047851265,Snorkel Downstream,Observer,1,2,0,0,114,0,0,,7975
10/11/2016,10,2016,208,Wyndham,458,Control,10:00,,1,52,8,2.438281012,Snorkel Downstream,Observer,0,31,0,0,53,0,0,,7012
10/27/2016,10,2016,208,Wyndham,458,Control,10:35,,4,53,10,3.047851265,Snorkel Downstream,Observer,2,0,0,0,56,0,0,2 adult trout  2 adult FR salmon,5535
11/17/2016,11,2016,208,Wyndham,458,Control,10:55,,1,54,9,2.743066138,Snorkel Downstream,Observer,0,0,0,0,2,0,0,adult trout,5040
11/29/2016,11,2016,208,Wyndham,458,Control,11:20,,1,53,9,2.743066138,Snorkel Downstream,Observer,0,0,0,0,5,0,2,2 TSS,5035
12/20/2016,12,2016,208,Wyndham,458,Control,12:35,,2,51,10,3.047851265,Snorkel Downstream,Observer,0,2,0,0,0,0,0,,5072
7/12/2017,7,2017,208,Wyndham,458,Control,11:50,1.3,1,51,5,1.523925632,snorkel downstream,observer,3,0,0,0,325,0,0,,10394
7/25/2017,7,2017,208,Wyndham,458,Control,12:15,1.5,1,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,530,0,2,2 TSS,10666
8/9/2017,8,2017,208,Wyndham,458,Control,12:40,15,1,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,355,0,50,50 TSS,10313
8/22/2017,8,2017,208,Wyndham,458,Control,12:45,15,1,54,7,2.133495885,snorkel downstream,observer,0,0,0,0,76,0,0,,10466
9/7/2017,9,2017,208,Wyndham,458,Control,10:33,13,4,53,3,0.914355379,snorkel downstream,observer,0,0,0,0,6,0,0,,9131
9/21/2017,9,2017,208,Wyndham,458,Control,11:40,,1,54,5,1.523925632,snorkel downstream,observer,0,4,0,0,23,0,0,,9029
10/2/2017,10,2017,208,Wyndham,458,Control,12:00,,1,51.3,12,3.657421518,snorkel downstream,observer,0,0,0,0,76,0,1,1tss,8073
10/19/2017,10,2017,208,Wyndham,458,Control,10:00,10,2,52,10,3.047851265,snorkel downstream,observer,0,19,0,0,111,0,0,Possible FR Redds,8019
10/31/2017,10,2017,208,Wyndham,458,Control,13:00,11,1,53,10,3.047851265,snorkel downstream,observer,10,147,0,0,66,0,20,3 Adult FR  3 REDDS  20 TSS,8161
11/16/2017,11,2017,208,Wyndham,458,Control,10:00,4,2,52,10,3.047851265,snorkel downstream,observer,1,42,0,0,0,0,1,1 sculpin,5007
11/30/2017,11,2017,208,Wyndham,458,Control,10:00,5,2,52,10,3.047851265,snorkel downstream,observer,0,50,0,0,35,0,0,,5005
12/17/2017,12,2017,208,Wyndham,458,Control,10:00,5,2,49,10,3.047851265,snorkel downstream,observer,0,9,0,0,0,0,0,,5026
12/19/2017,12,2017,208,Wyndham,458,Control,9:45,5,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,1 juvie trout mort,5080
12/27/2017,12,2017,208,Wyndham,458,Control,10:00,5,2,49,10,3.047851265,snorkel downstream,observer,0,9,0,0,0,0,0,,5068
1/9/2018,1,2018,208,Wyndham,458,Control,11:30,,3,51,8,2.438281012,snorkel downstream,observer,0,0,0,102,0,0,0,,4098
1/23/2018,1,2018,208,Wyndham,458,Control,12:15,,3,51,8,2.438281012,snorkel downstream,observer,0,0,0,70,0,0,0,,4055
2/5/2018,2,2018,208,Wyndham,458,Control,14:00,,1,52,10,3.047851265,snorkel downstream,observer,0,50,0,225,0,0,0,,4000
2/23/2018,2,2018,208,Wyndham,458,Control,13:15,,1,53,10,3.047851265,snorkel downstream,observer,0,10,0,165,0,0,0,,3210
3/5/2018,3,2018,208,Wyndham,458,Control,11:47,,1,48,10,3.047851265,snorkel downstream,observer,0,26,0,25,10,0,0,,3255
3/20/2018,3,2018,208,Wyndham,458,Control,12:08,,3,51,10,3.047851265,snorkel downstream,observer,0,0,0,50,0,0,1,1 RIFSCU,3341
4/4/2018,4,2018,208,Wyndham,458,Control,10:10,1,3,52,9,2.743066138,snorkel downstream,observer,3,3,0,118,17,0,0,,3258
4/18/2018,4,2018,208,Wyndham,458,Control,10:30,,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,20,5,0,0,,3253
5/1/2018,5,2018,208,Wyndham,458,Control,12:05,,1,57,10,3.047851265,snorkel downstream,observer,0,0,0,10,0,0,0,,7027
5/15/2018,5,2018,208,Wyndham,458,Control,10:30,13,1,54,10,3.047851265,snorkel downstream,observer,20,0,0,40,0,0,215,100 SS  55 TSS  60 WESMOS,8737
5/30/2018,5,2018,208,Wyndham,458,Control,11:27,1.2,1,54,10,3.047851265,snorkel downstream,observer,12,0,0,50,5,0,1,1 adult RBT,9516
6/11/2018,6,2018,208,Wyndham,458,Control,10:00,16,1,54,12,3.657421518,snorkel downstream,observer,80,0,0,105,125,0,0,,9743
6/27/2018,6,2018,208,Wyndham,458,Control,12:30,,1,54,12,3.657421518,snorkel downstream,observer,30,0,0,509,231,0,2,2 TSS,12067
7/10/2018,7,2018,208,Wyndham,458,Control,13:00,,1,54,12,3.657421518,snorkel downstream,observer,0,2,0,108,597,0,1,1 rifscu,13023
7/25/2018,7,2018,208,Wyndham,458,Control,10:05,,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,900,0,0,,13027
8/8/2018,8,2018,208,Wyndham,458,Control,10:20,18,3,54,12,3.657421518,snorkel downstream,observer,0,0,0,60,1115,0,0,,11502
8/22/2018,8,2018,208,Wyndham,458,Control,13:00,16,1,56,12,3.657421518,snorkel downstream,observer,183,40,0,20,300,0,543,1 rifscu,9704
9/4/2018,9,2018,208,Wyndham,458,Control,12:10,14,1,56,12,3.657421518,snorkel downstream,observer,43,0,0,3,48,0,0,,9005
9/19/2018,9,2018,208,Wyndham,458,Control,11:30,,1,54,12,3.657421518,snorkel downstream,observer,30,90,0,0,58,0,0,,7621
10/1/2018,10,2018,208,Wyndham,458,Control,12:15,,4,53,12,3.657421518,snorkel downstream,observer,12,30,0,0,0,1,0,6 adult FR  1 adult trout,7233
10/15/2018,10,2018,208,Wyndham,458,Control,13:22,,1,55,10,3.047851265,snorkel downstream,observer,66,108,0,0,0,1,0,1 Adult RBT,7212
11/1/2018,11,2018,208,Wyndham,458,Control,13:20,,1,56,10,3.047851265,snorkel downstream,observer,30,301,0,0,0,0,0,,5708
11/13/2018,11,2018,208,Wyndham,458,Control,13:50,0.4,2,53,10,3.047851265,snorkel downstream,observer,0,75,0,0,0,1,0,2 Adult FR 1 Adult RBT,4553
11/28/2018,11,2018,208,Wyndham,458,Control,10:40,,3,56,8,2.438281012,snorkel downstream,observer,0,0,0,0,1,0,0,,3985
12/10/2018,12,2018,208,Wyndham,458,Control,12:40,,1,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,,4018
12/31/2018,12,2018,208,Wyndham,458,Control,10:15,3,1,48,6,1.828710759,snorkel downstream,observer,0,8,0,559,2,0,0,,3990
1/30/2019,1,2019,208,Wyndham,458,Control,10:30,,2,50,5,1.523925632,snorkel downstream,observer,0,0,0,50,0,0,200,200 TSS,3251
