record_id,author,year,title,type,journal,volume,issue,firstpage,lastpage,abstract,database,species,country,state,locality,latitude,longitude,research_type,ecosystem,biome,focus,hypothesis,superior_character,trophic_level
2151,"Jacobs, JS; Sheley, RL",1999,"Competition and niche partitioning among Pseudoroegneria spicata, Hedysarum boreale, and Centaurea maculosa",journal,GREAT BASIN NATURALIST,59,2,175,181,"Maximizing desired plant diversity has been suggested as a means of minimizing non-indigenous plant invasion on rangeland by maximizing niche occupation. Competition between 2 desired indigenous species, Pseudoroegneria spicata (Pursh.) Love (bluebunch wheatgrass) and Hedysarum boreale Nutt. var. boreale (northern sweetvetch), and a non-indigenous invader, Centaurea maculosa Lam. (spotted knapweed), was quantified using growth of isolated individuals and 2 three-species addition series experiments. Seeding densities of P. spicata remained constant at 0, 200, 400, and 800 seeds m(-2) in both experiments. H. boreale and C. maculosa seeding densities were 0, 200, 400, and 800 seeds m(-2), respectively, in the Ist experiment and 0, 400, 800, and 1600 seeds m(-2), respectively, in the 2nd experiment. Densities were factorially arranged. Pots were placed in an environmental chamber (12 degrees C, 12-h day length, 200 mu mol photons m(-2) s(-1) spectral light) in a randomized-complete-block design. After 90 d the growth rate of P. spicata (92.1 mg d(-1) shoot growth) was greater than that of the 2 forts (1.6 and 5.5 mg d(-1) for H. boreale and C. maculosa, respectively), and growth rates of the 2 forts were similar to one another. Curvilinear regression indicated that intraspecific competition was more important in determining shoot weight than interspecific competition. In addition, the 2 forts competed more directly with each other than with Il spicata. Competition coefficient ratios (1.42 and 1.53 for II spicata with H. boreale and C, maculosa, respectively, and 1.03 for H. boreale with C. maculosa) indicated substantial partitioning of resources between Il spicata and each of the forts. Little or no resource partitioning occurred between forts. This study suggests that increasing desired. plant diversity may minimize weed invasion by increasing niche occupation.",Web of Science,Centaurea maculosa Lam. (spotted knapweed),,,,,,Lab,terrestrial,,Invasion Hyp.,Community Species Richness,,primary
2155,"Morrison, SL; Molofsky, J",1998,"Effects of genotypes, soil moisture, and competition on the growth of an invasive grass, Phalaris arundinacea (reed canary grass)",journal,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,76,11,1939,1946,"The successful establishment of an invasive plant species in a new environment depends upon the interplay between the plant's genetic diversity and morphological plasticity and the physical and biotic environment it encounters. To determine the relative importance of these factors in influencing the spread of the invasive grass, Phalaris arundinacea L. (reed canary grass), we transplanted three genotypes into a pasture that contained variable soil moisture, species composition, and vegetative cover. We found that P. arundinacea produced more above- and belowground biomass in sparsely vegetated plots than in densely vegetated plots, but biomass production was not affected by soil moisture. There was also a significant clone x vegetative cover interaction. Genotypes differed in how strongly their growth was inhibited by dense vegetative cover. Vegetative cover also influenced biomass allocation patterns. As vegetative cover increased, P. arundinacea allocated more biomass to roots, a strategy that gives transplants a competitive advantage during the following spring. Our results suggest that. because it grows poorly in high vegetative cover, P. arundinacea is most likely to become a pest in disturbed or low-density plant communities. Furthermore, differences among genotypes in their response to vegetative cover suggest that continual introductions of new genotypes of reed canary grass substantially increase the chance that a particular genotype will flourish and spread.",Web of Science,Phalaris arundinacea L. (reed canary grass),United States,Vermont,Jericho,44.504586,-72.997842,Field - Experimental,terrestrial,,Invasion Hyp.,Evolution in General;Inherent Superiority;Community Species Richness,Broad Tolerances,primary
2158,"Hofstra, DE; Clayton, J; Green, JD; Auger, M",1999,Competitive performance of Hydrilla verticillata in New Zealand,journal,AQUATIC BOTANY,63,4,305,324,"In outdoor tanks, Hydrilla verticillata was grown in equal start, and established, cultures with each of four other submerged adventive aquatic macrophytes Egeria densa, Lagarosiphon major, Ceratophyllum demersum and Elodea canadensis. Plant growth and performance were monitored for a year, then all the plants and H, verticillata tubers (subterranean turions) were harvested. There was a significant difference in H. verticillata biomass obtained when grown with each of the competitor species and the highest and lowest biomass values were obtained with C. demersum and E, densa, respectively. Planting time also affected H. verticillata biomass. In equal start experiments with any competitor species biomass was significantly greater than when the competitor species had between 2-8 weeks to establish. Similarly, H. verticillata tuber numbers were greater when H. verticillata was grown with C. demersum compared with other hydrocharitaceans. Although its growth varied significantly, depending on the species with which it was planted, and it encroached on the space occupied by its competitors, H. verticillata appeared to have little impact on the biomass of its potential competitors over the duration of this study. Nevertheless, the capacity of H. verticillata to grow and compete effectively with other adventive aquatic macrophyte species that already cause problems in lakes and waterways was evident and highlights the highly invasive nature and threat that H. verticillata poses to the New Zealand aquatic environment. (C) 1999 Elsevier Science B.V. All rights reserved.",Web of Science,Hydrilla verticillata,New Zealand,Hamilton,,-37.788081,175.275879,Garden,lentic,,Invasion Hyp.,Inherent Superiority,Superior Competitor,primary
2161,"Treberg, MA; Husband, BC",1999,"Relationship between the abundance of Lythrum salicaria (purple loosestrife) and plant species richness along the Bar River, Canada",journal,WETLANDS,19,1,118,125,"Lythrum salicaria (purple loosestrife) is a perennial herbaceous plant that was introduced in the 1800s into North America. Its geographical expansion has generated much concern, in part because its spread may lead to a reduction in the diversity of plant species in wetlands. We tested this hypothesis by examining the association between the abundance of Lythrum salicaria and vascular plant species richness in forty-one 2m x 2m plots located along the Bar River, Ontario, Canada. No significant differences in mean species richness were found between plots with and without L. salicaria. For those plots containing L. salicaria, species richness was not related to the percentage cover of L. salicaria. Furthermore, there were no significant differences in the number of introduced plant species between plots with and without L. salicaria, nor were there differences with increasing percent cover of L. salicaria. Plant species such as Nuphar variegatum, Scirpus atrovirens, Scirpus cyperinus, and Scirpus microcarpus were more likely to be found in plots with Lythrum salicaria than without. However, no plant species were significantly mon likely to be found in plots without Lythrum salicaria than with it. Collectively, these results provide no support for the hypothesis that the number of species in wetlands is decreasing in association with the invasion of Lythrum salicaria in Ontario.",Web of Science,Lythrum salicaria (purple loosestrife) ,Canada,Ontario, Bar River,46.442115,-84.025841,Field - Observational,terrestrial,Riparian,Invasion Hyp.,Community Species Richness,,primary
2162,"Maron, JL; Jefferies, RL",1999,"Bush lupine mortality, altered resource availability, and alternative vegetation states",journal,ECOLOGY,80,2,443,454,"Nitrogen-fixing plants, by altering the availability of soil N, potentially facilitate plant invasion. Here we describe how herbivore-driven mortality of a native N-fixing shrub, bush lupine (Lupinus arboreus), increases soil N and light availability, which promotes Invasion by introduced grasses to the detriment of a native plant community. Soils under live and dead lupine stands contained large amounts of total N, averaging 3.14 mg N/g dry mass of soil (398 g/m(2)) and 3.45 mg N/g dry mass of soil (438 g/m(2)), respectively, over four years. In contrast, similar lupine-free soil was low in N and averaged only 1.66 mg N/g dry mass of soil (211 g/m(2)) over three years. The addition of N fertilizer to lupine-free soil produced an 81% increase in aboveground plant biomass compared to plots unamended with N. Mean rates of net N mineralization were higher under live lupine and where mass die-off of lupine had occurred compared to soils free of bush lupine. At all sites, only 2.5-4.2% of the total soil N pool was mineralized annually. Soil enriched by lupine is not available to colonists while lupines are alive. The dense canopy of lupine shades soil under shrubs, reducing average photon-flux density in late spring from 1725 mu mol . m(-2) . s(-1) (full sunlight) to 13 mu mol . m(-2) . s(-1) (underneath shrubs). Stand die-off due to insect herbivory exposed this bare, enriched soil. In January, when annual plants are establishing, average photon-flux density under dead lupines killed by insect herbivores was 370 mu mol m(-2) . s(-1), compared to the photon-flux density under live lupines of the same age, which averaged 83 mu mol . m(-2) . s(-1). The availability of bare, N-rich patches of soil enabled nonnative annuals (primarily Lolium multiflorum and Bromus diandrus) to colonize sites, grow rapidly, and dominate the plant assemblage until lupines reestablished after several years. The N content of these grasses was significantly greater than the N content of the mostly native plants that occupied adjacent coastal prairie devoid of bush lupine. Between 57 and 70% of the net amount of N mineralized annually was taken up by introduced grasses and subsequently returned to the soil upon the death of these annuals. Even in the absence of further N inputs, we estimate that it would take at least 25 yr to reduce the soil N pool by 50%, indicating that the reestablishment of the native prairie flora is likely to be long term.",Web of Science,Many,United States,California,University of California Bodega Marine Reserve,39.436193,-123.134766,Field - Observational,terrestrial,Grassland,Invasion Hyp.,Other,,primary
2166,"Reusch, TBH; Williams, SL",1999,Macrophyte canopy structure and the success of an invasive marine bivalve,journal,OIKOS,84,3,398,416,"In both terrestrial and aquatic environments introductions of non-indigenous species are continuing and represent one important component of global change. Negative biotic interactions by resident species may prevent successful invaders from becoming pests. Few experimental data are available on the presence and significance of such biotic resistance other than predation or competition. This study addresses the role of habitat structure provided by a native eelgrass (Zostera marina) canopy on growth and survival of the non-indigenous mussel Musculista senhousia, a habitat-modifying gregarious suspension feeder with strong effects on native infauna and eelgrass. In 2 southern California bays, a series of transplantation experiments using tagged mussels revealed that inside an eelgrass canopy, Musculista growth rates were reduced by more than half in 3 of 4 experiments compared to adjacent unvegetated areas. Musculista survival also decreased inside the vegetation in a 4-mo experiment. As one element of habitat structure, we tested the effects of eelgrass parch size, using natural (1 site) and planted (1 site) eelgrass patches of defined sizes. Growth rates of Musculista were highest outside the veneration and decreased as eelgrass patch size increased. As a potential mechanism for the canopy effects, we suggest that Musculista receives less food inside the vegetation. In the experimental plots, the presence and spatial extent of the macrophyte canopy strongly affected near bottom (10 cm) horizontal water flow assessed with a direct dye tracking method. Reduced mussel growth rates were linearly associated with lower water flow, and presumably, food flux. Over a period of 7 mo, food resources (particulate chlorophyll a) were consistently lower 1 and 5 cm above the sea floor inside eelgrass patches compared to the sand Aat. The reduction in food availability matched the growth reduction of Musculista. Also, mussel condition (dry flesh mass/shell mass) was worse in individuals growing in eelgrass than in the sand Aat. Previous experiments revealed that dense beds of Musculista impede the rhizome growth and vegetative propagation of eelgrass, yet mussels attain abundances sufficient for interference only if eelgrass beds are patchy. Thus, anthropogenic disturbances on eelgrass beds, which often result in meadow fragmentation, and the proliferation of Musculista may have synergistic negative effects on the persistence of eelgrass beds.",Web of Science,Musculista senhousia,United States,California,,,,Field - Experimental,estuarine,Intertidal/Near Shore,Invasion Hyp.,Empty Niche,,filter
2170,"Stohlgren, TJ; Schell, LD; Vanden Heuvel, B",1999,How grazing and soil quality affect native and exotic plant diversity in rocky mountain grasslands,journal,ECOLOGICAL APPLICATIONS,9,1,45,64,"We used multiscale plots to sample vascular plant diversity and soil characteristics in and adjacent to 26 long-term grazing exclosure sites in Colorado, Wyoming, Montana, and South Dakota, USA. The exclosures were 7-60 yr old (31.2 +/- 2.5 yr, mean +/- 1 SE). Plots were also randomly placed in the broader landscape in open rangeland in the same vegetation type at each site to assess spatial variation in grazed landscapes. Consistent sampling in the nine National Parks, Wildlife Refuges, and other management units yielded data from 78 1000-m(2) plots and 780 1-m(2) subplots. We hypothesized that native species richness would be lower in the exclosures than in grazed sites, due to competitive exclusion in the absence of grazing. We also hypothesized that grazed sites would have higher native and exotic species richness compared to ungrazed areas, due to disturbance (i.e., the intermediate-disturbance hypothesis) and the conventional wisdom that grazing may accelerate weed invasion. Both hypotheses were soundly rejected. Although native species richness in l-mz subplots was significantly higher (P < 0.05) in grazed sites, we found nearly identical native or exotic species richness in 1000-m(2) plots in exclosures (31.5 +/- 2.5 native and 3.1 +/- 0.5 exotic species), adjacent grazed plots (32.6 +/- 2.8 native and 3.2 +/- 0.6 exotic species), and randomly selected grazed plots (31.6 +/- 2.9 native and 3.2 +/- 0.6 exotic species). We found no significant differences in species diversity (Hill's diversity indices, N1 and N2), evenness (Hill's ratio of evenness, E5), cover of various life-forms (grasses, forbs, and shrubs), soil texture, or soil percentage of N and C between grazed and ungrazed sites at the 1000-m(2) plot scale. The species lists of the long-ungrazed and adjacent grazed plots overlapped just 57.9 +/- 2.8%. This difference in species composition is commonly attributed solely to the difference in grazing regimes. However, the species lists between pairs of grazed plots (adjacent and distant 1000-m(2) plots) in the same vegetation type overlapped just 48.6 +/- 3.6%, and the ungrazed plots and distant grazed plots overlapped 49.4 +/- 3.6%. Differences in vegetation and soils between grazed and ungrazed sites were minimal in most cases, but soil characteristics and elevation were strongly correlated with native and exotic plant diversity in the study region. For the 78 1000-m(2) plots, 59.4% of the variance in total species richness was explained by percentage of silt (coefficient = 0.647, t = 5.107, P < 0.001), elevation (coefficient = 0.012, t = 5.084, P < 0.001), and total foliar cover (coefficient = 0.110, t = 2.104, P < 0.039). Only 12.8% of the variance in exotic species cover (log(10)cover) was explained by percentage of clay (coefficient = -0.011, t = -2.878, P < 0.005), native species richness (coefficient = -0.011, t = -2.156, P < 0.034), and log(10)N (coefficient = 2.827, t = 1.860, P < 0.067). Native species cover and exotic species richness and frequency were also significantly positively correlated with percentage of soil N at the 1000-m(2) plot scale. Our research led to five broad generalizations about current levels of grazing in these Rocky Mountain grasslands: (1) grazing probably has little effect on native species richness at landscape scales; (2) grazing probably has little effect on the accelerated spread of most exotic plant species at landscape scales; (3) grazing affects local plant species and life-form composition and cover, but spatial variation is considerable; (4) soil characteristics, climate, and disturbances may have a greater effect on plant species diversity than do current levels of grazing; and (5) few plant species show consistent, directional responses to grazing or cessation of grazing.",Web of Science,Many,United States,Colorado; Wyoming; Montana; South Dakota,,,,Field - Experimental,terrestrial,Grassland,Invasion Hyp.,Disturbance,,primary
2175,"Glenn, E; Tanner, R; Mendez, S; Kehret, T; Moore, D; Garcia, J; Valdes, C",1998,"Growth rates, salt tolerance and water use characteristics of native and invasive riparian plants from the delta of the Colorado River, Mexico",journal,JOURNAL OF ARID ENVIRONMENTS,40,3,281,294,"Six riparian plant species representing native and invasive species from the Colorado River delta in the Sonoran Desert of Mexico were tested for salt tolerance and water use characteristics in a greenhouse study in Tucson, Arizona. Negative linear regression equations relating relative growth rates (RGR, g g(-1) day(-1)) of each species to mean root zone salinity had high coefficients of determination (r(2) = 0.73-0.86, P < 0.001). Salt tolerance levels, expressed as % reduction in RGR per g l(-1) NaCl in soil solution, varied widely among species: Allenrolfea occidentalis, 0% reduction; Tamarix ramosissima, 1.8% reduction; Pluchea sericea, 3.5% reduction; and Baccharis salicifolia, Salix gooddingii and Populus fremontii, 7-9% reduction (p < 0.05). Transpiration was proportional to RGR for all species. Contrary to some previous reports, Tamarix did not have unusually high water use compared to the other species. Differences in salt tolerance among species determined in this study support field observations that soil salinity, which can reach high values along channelized and flow-regulated stretches of south-western United States rivers due to lack of overbank flooding, is a major factor in the replacement of native riparian species by invasive species. (C) 1998 Academic Press.",Web of Science,Tamarix ramosissima,Mexico,,Ejido Oviedo Mota,32.2,-115.1,Greenhouse,terrestrial,Riparian,Invasion Hyp.,Inherent Superiority,Broad Tolerances,primary
2177,"Meyer, JY",1998,"Observations on the reproductive biology of Miconia calvescens DC (Melastomataceae), an alien invasive tree on the island of tahiti (South Pacific Ocean)",journal,BIOTROPICA,30,4,609,624,"Miconia calvescens DC (Melastomataceae) is a dominant invasive species in the tropical oceanic island of Tahiti (French Polynesia, South Pacific Ocean), where it was introduced as an ornamental plant. Whereas this small tree is sparse in its native range of Central America, it has spread in Tahiti into a wide variety of habitats including native wet forests. The remarkable success of this invasion is due in great part to prolife reproduction: a mature tree can bear up to 220 inflorescences with an average of 1330 flowers/inflorescence, 208 fruits/infructescence and 195 seeds/fruit. Two and a half years of phenological observations in a highly invaded site indicated that three major peaks of flowering occur/year over brief periods: flower anthesis lasted a few days and pollen grain germination suggested a short stigmatic receptivity of only a few hours; no pollinators were observed foraging on flowers during our survey; the production of fruits containing viable seeds in bagged inflorescences showed that self-fertilization can occur; pollen-ovule ratio (log P/O = 2.68) suggested facultative xenogamy; bagged isolated flowers to test for autogamy and style cutting to learn whether apomixis occured or not were not conclusive. The flowering phenology and the breeding system of M. calvescens enable this plant to build up rapidly successful populations from even a single propagule on the island of Tahiti and on other sires of introduction The vegetation structure of Polynesian native forests compared to Neotropical rain forests probably plays an important role in determining the reproductive success of M, calvescens and could provide a complementary explanation of the biological invasion processes in tropical oceanic islands.",Web of Science,Miconia calvescens DC (Melastomataceae),French Polynesia,Tahiti,Belvedere,-17.33,-149.25,Field - Observational,terrestrial,,Invasion Hyp.,Inherent Superiority;Propagule Pressure,High Reprod. Output,primary
2179,"Paynter, Q; Fowler, SV; Memmott, J; Sheppard, AW",1998,Factors affecting the establishment of Cytisus scoparius in southern France: implications for managing both native and exotic populations,journal,JOURNAL OF APPLIED ECOLOGY,35,4,582,595,"1. The ecology of the woody shrub Cytisus scoparius was studied for 4 years in its native range in southern France to investigate how it call become an invasive weed. 2. The proportion of the seed bank that germinated each year was highest in disturbed plots and was correlated with the March rainfall. The seed bank declined at a rate of c. 50% per year when fresh seed rain was excluded, 3. The fate of 2863 seedlings was followed for a variety of treatments. 4. Seedling survival depended on disturbance: none survived their first summer in undisturbed plots; more than 40% survived their first summer and c. 14% survived to flowering age in plots that were initially cultivated. 5. Seedlings flowered first in their fourth year, although only c, 10% set seed. 6. Neither inter- nor intraspecific competition was found to affect significantly seedling survival on cultivated plots. However, some seedlings grown in the absence of interspecific competitors flowered and set seed in their third year. 7. Applications of insecticide, molluscicide or fungicide did not affect significantly seedling survival, growth or minimum age of reproduction on cultivated plots. 8. It is concluded that management strategies should minimize disturbance to competing vegetation, which can inhibit germination and smother emerging seedlings. In many circumstances strategies that target the seed bank, such as burning, are not expected to work. 9. Herbivores and pathogens may prevent stand re-establishment indirectly, by reducing the size, vigour and density of broom plants so that competing vegetation can persist and smother emergent seedlings following the death of the parent stand.",Web of Science,Cytisus scoparius,France,Mandagout,,44.01,3.38,Field - Experimental,terrestrial,,Invasion Hyp.,Disturbance,,primary
2181,"Dunn, AM; Dick, JTA",1998,Parasitism and epibiosis in native and non-native gammarids in freshwater in Ireland,journal,ECOGRAPHY,21,6,593,598,"The introduced amphipod crustaceans Gammarus pulex and G. tigrinus are displacing the native G. duebeni celticus in a number of freshwater sites in Northern Ireland. We investigated parasite and epibiont infection in populations in the River Lagan and Lough Neagh where both native and invading species occur. Prevalence of the four parasites and epibionts observed was higher in the native G. d, celticus than in the invading amphipods at both field sites. In Lough Neagh, G. d. celticus individuals suffered higher burdens of the rotifer Embata parasitica and the protozoan Epistylis in comparison with the invading species. These patterns may reflect host specificity by the parasites or may result from different susceptibilities of the native and invading host species. We consider the influence of parasitism on host invasions and resulting species distributions.",Web of Science,Gammarus pulex; G. tigrinus,Ireland,,The River Lagan,54.081297,-6.779594,Field - Observational,lotic,,Invasion Hyp.,Other,,herbivore
2186,"Rose, AB; Basher, LR; Wiser, SK; Platt, KH; Lynn, IH",1998,"Factors predisposing short-tussock grasslands to Hieracium invasion in Marlborough, New Zealand",journal,NEW ZEALAND JOURNAL OF ECOLOGY,22,2,121,140,"The effects of environment and management on the composition of short-tussock grasslands and the abundance of the invasive weed Hieracium pilosella were investigated in two small catchments. Species composition and site factors were recorded on a total of 182 plots and the management history of each catchment was reviewed. H. pilosella was present on >80% of all plots, but was at an early stage of invasion in one catchment (<5% cover) and dominant in the other (25% cover). Classification and ordination revealed strong between-catchment differences in community composition that reflected differences in environment (soil fertility and rainfall), disturbance history (animal populations and burning), and the stage of invasion by H. pilosella. In both catchments H. pilosella tended to be least abundant on the wettest, driest, and most fertile soils. However, such relationships were weak. Generalised additive models and regression showed that in the earlier stage of invasion individual site factors explained less than 20% of the variation in H. pilosella cover. Topographic position and slope (both indicative of soil moisture) were the most significant combined predictors, but together explained only 32% of the variation. In the later stage of invasion individual factors explained up to 33% of the variation. Topsoil sulphur, slope, and topsoil calcium were the most significant combined predictors, but together explained only 53% of the variation. Between-catchment comparisons highlighted the inter-related roles of environment, disturbance history, geographic location, availability of H. pilosella propagules, and stage of invasion in more fully explaining the abundance of H. pilosella. Of five models that have been proposed for Hieracium invasion, the: *grassland decline* model best incorporated the inter-related factors that influence spatial and temporal variation in H. pilosella abundance in the study area. This model concentrates on identifying predisposing and trigger factors that increase the likelihood of invasion and accounts for multiple causes and interactions by specifying five key factors that influence the ability of a plant species to invade existing vegetation: environment, disturbance, vegetation structure and composition, life history attributes of the invader, and the availability of invading propagules. The model potentially provides a comprehensive framework for evaluating the causes of Hieracium invasion, targeting research effort, and developing sustainable management strategies.",Web of Science,Hieracium pilosella,New Zealand,,Andy’s Gully; Limestone Stream,-42.02,173.26,Field - Observational;Statistical/Meta-analysis,terrestrial,Grassland,Invasion Hyp.,Inherent Superiority;Disturbance;Other,Broad Tolerances,primary
2191,"Anttila, CK; Daehler, CC; Rank, NE; Strong, DR",1998,"Greater male fitness of a rare invader (Spartina alterniflora, Poaceae) threatens a common native (Spartina foliosa) with hybridization",journal,AMERICAN JOURNAL OF BOTANY,85,11,1597,1601,"Hybridization with abundant invaders is a well-known threat to rare native species. Our study addresses mechanisms of hybridization between a rare invader, smooth cordgrass (Spartina alterniflora) and the common native California cordgrass (S. foliosa) in the salt marshes of San Francisco Bay. These species are wind-pollinated and flower in summer. The invader produced 21-fold the viable pollen of the native, and 28% of invader pollen germinated on native stigmas (1.5-fold the rate of the native's own pollen). Invader pollen increased the seed set of native plants almost eightfold over that produced with native pollen, while native pollen failed to increase seed set of the invader. This pollen swamping and superior airing ability by the invader could lead to serial genetic assimilation of a very large native population. Unlike California cordgrass, smooth cordgrass can grow into low intertidal habitats and cover open mud necessary to foraging shorebirds, marine life, navigation, and flood control in channels. To the extent that intertidal range of the hybrids is more similar to the invader than to the native parent, introgression will lead to habitat ross for shore birds and marine life as well to genetic pollution of native California cordgrass.",Web of Science,Spartina alterniflora,USA,California,San Francisco Bay,,,Field - Observational,estuarine,,Invasion Hyp.,Hybridization,,primary
2193,"Stapanian, MA; Sundberg, SD; Baumgardner, GA; Liston, A",1998,Alien plant species composition and associations with anthropogenic disturbance in North American forests,journal,PLANT ECOLOGY,139,1,49,62,"A probability-based sampling scheme was used to survey plant species composition in forests of 16 states in seven geopolitical regions of the United States (California, Colorado, Minnesota, and parts of the Pacific Northwest, Southeast, Mid-Atlantic, and Northeast) in 1994. The proportion of alien species relative to the total species number and to canopy cover in the ground stratum (0-0.6 m height) was evaluated in 279 plots. Visually evident anthropogenic disturbances (e.g., artificial regeneration, logging, prescribed burning, and grazing by livestock), if any, were recorded on each plot. In each of the seven regions we quantified (1) the percentage of the number of species and total cover comprised of alien species, (2) the difference in these percentages for disturbed and undisturbed plots, and (3) the origin or native range for the alien species. The percentage of alien species ranged from approximately 4.5% (Colorado) to approximately 13.2% (California). The percentage of alien species cover ranged from approximately 1.5% in Colorado to 25% in California. In five regions, species introduced from temperate Eurasia comprised the largest proportion of alien species and cover. In the Southeast, species introduced from far eastern and subtropical Asia dominated the alien flora. In the Mid-Atlantic, the majority of alien species was Eurasian and the majority of alien species cover consisted of far eastern and subtropical Asian species. The proportion of plots in which at least one alien species was recorded was significantly higher in disturbed than undisturbed plots in the Southeast and marginally significantly higher (p = 0.053) in the Northeast. These results are consistent with other published studies that indicate that anthropogenic disturbance affects the structure and composition of both the ground stratum and upper canopy of forest habitats. In other regions, however, no significant differences were found.",Web of Science,Many,United States,California; Colorado; Minnesota; Maine; NH; VT; MA; CT; DE; MD; NJ; VA; AL; GA; OR; WA,,,,Field - Observational,terrestrial,,Invasion Hyp.,Disturbance,,primary
2196,"Appleby, MWA",1998,"The incidence of exotic species following clearfelling of Eucalyptus regnans forest in the Central Highlands, Victoria",journal,AUSTRALIAN JOURNAL OF ECOLOGY,23,5,457,465,"Invasion by exotic species following clearfelling of Eucalyptus regnans F. Muell. (Mountain Ash) forest was examined in the Toolangi State Forest in the Central Highlands of Victoria. Coupes ranging in age from < 1- to 10-years-old and the spar-stage forests (1939 bushfire regrowth) adjacent to each of these coupes and a mature, 250-year-old forest were surveyed. The dispersal and establishment of weeds was facilitated by clearfelling. An influx of seeds of exotic species was detected in recently felled coupes but not in the adjacent, unlogged forests. Vehicles and frequently disturbed areas, such as roadside verges, are likely sources of the seeds of exotic species. The soil seed bank of younger coupes had a greater number and percentage of seeds of exotics than the 10-year-old coupes and the spar-stage and mature forests. Exotic species were a minor component (< 1% vegetation cover) in the more recently logged coupes and were not present in 10-year-old coupes and the spar-stage and mature forests. These particular exotic species did nor persist in the dense regeneration nor exist in the older forests because the weeds were ruderal species (light-demanding, short-lived and short-statured plants). The degree of influence that these particular exotic species have on the regeneration and survival of native species in E. regnans forests is almost negligible. However, the current management practices may need to be addressed to prevent a more threatening exotic species from establishing in these coupes and forests.",Web of Science,Many,Australia,Victoria, Toolangi State Forest,-37.555737,145.466881,Field - Observational,terrestrial,,Invasion Hyp.,Disturbance,,primary
2199,"Stohlgren, TJ; Bull, KA; Otsuki, Y; Villa, CA; Lee, M",1998,Riparian zones as havens for exotic plant species in the central grasslands,journal,PLANT ECOLOGY,138,1,113,125,"In the Central Grasslands of the United States, we hypothesized that riparian zones high in soil fertility would contain more exotic plant species than upland areas of low soil fertility. Our alternate hypothesis was that riparian zones high in native plant species richness and cover would monopolize available resources and resist invasion by exotic species. We gathered nested-scale vegetation data from 40 1 m(2)subplots (nested in four 1000 m(2) plots) in both riparian and upland sites at four study areas in Colorado, Wyoming, and South Dakota (a total of 320 1 m(2)subplots and 32 1000 m(2) plots). At the 1 m(2) scale, mean foliar cover of native species was significantly greater (P < 0.001) in riparian zones (36.3% +/- 1.7%) compared to upland sites (28.7% +/- 1.5%), but at this small scale there were no consistent patterns of native and exotic species richness among the four management areas. Mean exotic species cover was slightly higher in upland sites compared to riparian sites (9.0% +/- 3.8% versus 8.2% +/- 3.0% cover). However, mean exotic species richness and cover were greater in the riparian zones than upland sites in three of four management areas. At the 1000 m(2) scale, mean exotic species richness was also significantly greater (P < 0.05) in riparian zones (7.8 +/- 1.0 species) compared to upland sites (4.8 +/- 1.0 species) despite the heavy invasion of one upland site. For all 32 plots combined, 21% of the variance in exotic species richness was explained by positive relationships with soil % silt (t = 1.7, P = 0.09) and total foliar cover (t = 2.4, P = 0.02). Likewise, 26% of the variance in exotic species cover (log(10) cover) was explained by positive relationships with soil % silt (t = 2.3, P = 0.03) and total plant species richness (t = 2.5, P = 0.02). At landscape scales (four 1000 m(2) plots per type combined), total foliar cover was significantly and positively correlated with exotic species richness (r = 0.73, P < 0.05) and cover (r = 0.74, P < 0.05). Exotic species cover (log(10) cover) was positively correlated with log(10)% N in the soil (r = 0.61, P = 0.11) at landscape scales. On average, we found that 85% (+/-5%) of the total number of exotic species in the sampling plots of a given management area could be found in riparian zones, while only 50% (+/-8%) were found in upland plots. We conclude that: (1) species-rich and productive riparian zones are particularly invasible in grassland ecosystems; and (2) riparian zones may act as havens, corridors, and sources of exotic plant invasions for upland sites and pose a significant challenge to land managers and conservation biologists.",Web of Science,Many,United States,Colorado; South Dakota; Wyoming,,40.777422;43.578401; 43.731414; 45.131196,-104.547272;-103.474731;-101.982651;-108.172073,Field - Observational,terrestrial,Grassland;Riparian,Invasion Hyp.,Empty Niche;Community Species Richness,,primary
2201,"Ohgushi, T; Sawada, H",1998,What changed the demography of an introduced population of an herbivorous lady beetle?,journal,JOURNAL OF ANIMAL ECOLOGY,67,5,679,688,"1. The population dynamics of an introduced population of Epilachna niponica (Lewis) (Coleoptera: Coccinellidae) was investigated for a 7-year period following its introduction to a site outside of its natural range. A population from Asiu Experimental Forest was introduced to Kyoto University Botanical Garden, 10 km south of its natural distribution. 2. Arthropod predation was much lower in the introduced than in the source population. As a result of the lower predation in the Botanical Garden, larvae reached densities five times higher than in the Asiu Forest and host plants were frequently defoliated. Food shortage caused larval deaths from starvation and increased dispersal. 3. The density of the introduced population was much more variable than that of the source population. The variation in population density in both the introduced and source populations is limited by density-dependent reduction in fecundity and female survival. However, variation in the introduced population's density was increased due to host plant defoliation that resulted in overcompensating density-dependent mortality. In years with high larval density plants were defoliated and this increased adult mortality during the prehibernation period. Besides, the density-dependent regulatory mechanisms that produce population stability were weaker in the introduced population than in the source population.",Web of Science,Epilachna niponica (Lewis) (Coleoptera: Coccinellidae),Japan,Kyoto,Botanical Garden of Kyoto University,35.027747,135.780716,Field - Observational,terrestrial,,Invasion Hyp.,Enemy Release,,herbivore
