date,time,channel_id,habitat_type,visibility_ft,depth_ft,distance_to_bank_ft,distance_to_cover_ft,cover_type,overhead,unembedded_cobble,distance to cobble_ft,velocity_fps,substrate,fish_type,fish_size,fish_number,comments
6/20/2018,NA,North Cypress,Riffle,10,2.3,5,2,Branches - Small Woody Debris,NA,Yes,0,0.04,Cobble,Fall Run Chinook,61-80mm,40,NA
6/20/2018,NA,North Cypress,Flatwater,10,0.95,3.200000048,0,Branches - Small Woody Debris,NA,No,0,0.05,Sand,Rainbow Trout/Steelhead,41-50mm,5,NA
6/20/2018,NA,North Cypress,Flatwater,10,0.95,3.200000048,0,Branches - Small Woody Debris,NA,No,0,0.05,Sand,Rainbow Trout/Steelhead,51-60mm,5,NA
6/20/2018,NA,North Cypress,Flatwater,10,2.1,9.600000381,0.5,Branches - Small Woody Debris,NA,Yes,5.4,0.05,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,50,NA
6/20/2018,NA,North Cypress,Flatwater,10,0.8,6,3.200000048,Branches - Small Woody Debris,NA,Yes,0,0.07,Cobble,Rainbow Trout/Steelhead,<41mm,2,NA
6/20/2018,NA,North Cypress,Flatwater,10,0.9,1.299999952,0,Fine Woody Debris,NA,No,0,0.07,Sand,Rainbow Trout/Steelhead,41-50mm,2,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.3,3.799999952,0,Branches - Small Woody Debris,NA,Yes,1.7,0.09,Sand,Rainbow Trout/Steelhead,41-50mm,2,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.35,4.300000191,0,Fine Woody Debris,NA,Yes,0.4,0.17,Sand,Rainbow Trout/Steelhead,51-60mm,3,NA
6/20/2018,NA,North Cypress,Riffle,10,1.9,3.799999952,19,Branches - Small Woody Debris,NA,Yes,0,0.22,Cobble,Rainbow Trout/Steelhead,61-80mm,20,NA
6/20/2018,NA,North Cypress,Flatwater,10,0.9,1.700000048,0,Fine Woody Debris,NA,Yes,1.2,0.24,Gravel,Rainbow Trout/Steelhead,41-50mm,1,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.4,2.400000095,0.200000003,Branches - Small Woody Debris,NA,No,0,0.25,Sand,Rainbow Trout/Steelhead,41-50mm,10,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.4,2.400000095,0.200000003,Branches - Small Woody Debris,NA,No,0,0.25,Sand,Rainbow Trout/Steelhead,51-60mm,15,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.3,1.399999976,0.300000012,Undercut Bank,NA,No,0,0.4,Sand,Rainbow Trout/Steelhead,41-50mm,1,NA
6/20/2018,NA,North Cypress,Flatwater,10,0.65,0.899999976,0,Branches - Small Woody Debris,NA,Yes,7.2,0.4,Sand,Rainbow Trout/Steelhead,51-60mm,1,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.7,6.5,0.300000012,Branches - Small Woody Debris,NA,Yes,0,0.48,Boulder,Fall Run Chinook,61-80mm,6,NA
6/20/2018,NA,North Cypress,Flatwater,10,1.9,3.299999952,0,Branches - Small Woody Debris,NA,Yes,0.1,0.49,Mud/Organic,Fall Run Chinook,81-100mm,20,NA
6/20/2018,NA,North Cypress,Riffle,10,2,4.099999905,0,Branches - Small Woody Debris,NA,Yes,0,0.67,Cobble,Fall Run Chinook,61-80mm,110,NA
7/2/2018,NA,North Cypress,Riffle,0,1.2,3.299999952,0,Fine Woody Debris,NA,Yes,0.1,0,Gravel,Rainbow Trout/Steelhead,<41mm,15,NA
7/2/2018,NA,North Cypress,Riffle,12,1,2.299999952,0.200000003,Fine Woody Debris,NA,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,13,NA
7/2/2018,NA,North Cypress,Pool,12,1,1.5,0,Fine Woody Debris,NA,Yes,4.1,0,Sand,Fall Run Chinook,41-50mm,10,NA
7/2/2018,NA,North Cypress,Pool,12,1.2,0.100000001,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,1,NA
7/2/2018,NA,North Cypress,Pool,12,0.9,5.699999809,0.300000012,Aquatic Veg,NA,Yes,1.2,0,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,25,NA
7/2/2018,NA,North Cypress,Pool,12,1.5,1.399999976,0,Branches - Small Woody Debris,NA,No,0,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,7,NA
7/2/2018,NA,North Cypress,Riffle,12,0.7,1.5,1,Branches - Small Woody Debris,NA,Yes,0.1,0.1,Gravel,Rainbow Trout/Steelhead,41-50mm,20,NA
7/2/2018,NA,North Cypress,Pool,12,1.5,1.399999976,0,Branches - Small Woody Debris,NA,No,0,0.1,Sand,Rainbow Trout/Steelhead,51-60mm,3,NA
7/2/2018,NA,North Cypress,Pool,12,1.5,6.800000191,0,Branches - Small Woody Debris,NA,Yes,0,0.1,Cobble,Rainbow Trout/Steelhead,51-60mm,60,NA
7/2/2018,NA,North Cypress,Pool,12,1.8,0.5,0,Fine Woody Debris,NA,Yes,1.5,0.1,Mud/Organic,Fall Run Chinook,61-80mm,4,NA
7/2/2018,NA,North Cypress,Riffle,12,1.3,3.200000048,0,Branches - Small Woody Debris,NA,Yes,0,0.5,Cobble,Fall Run Chinook,81-100mm,40,NA
7/2/2018,NA,North Cypress,Riffle,12,4.1,10.80000019,10.80000019,Fine Woody Debris,NA,Yes,0,1.7,Cobble,Rainbow Trout/Steelhead,>200mm,1,NA
11/6/2018,08:40:14am,North Cypress,Flatwater,10,0.3,0.699999988,0.200000003,Aquatic Veg,NA,No,0,0,Sand,Winter Run Chinook,41-50mm,1,NA
11/6/2018,01:24:08pm,North Cypress,Flatwater,10,1,4.090000153,0.280000001,Fine Woody Debris,NA,Yes,1,0,Mud/Organic,Winter Run Chinook,41-50mm,2,NA
11/6/2018,01:36:23pm,North Cypress,Flatwater,10,0.9,3.700000048,0,Cobble,NA,Yes,0,0,Cobble,Winter Run Chinook,41-50mm,25,NA
11/6/2018,11:34:29am,North Cypress,Flatwater,10,0.98,3.200000048,0.600000024,Aquatic Veg,NA,No,0,0,Mud/Organic,Winter Run Chinook,51-60mm,5,NA
11/6/2018,11:49:10am,North Cypress,Flatwater,10,1.6,9.100000381,5.099999905,Branches - Small Woody Debris,NA,Yes,6,0,Cobble,Winter Run Chinook,51-60mm,120,NA
11/6/2018,11:55:46am,North Cypress,Flatwater,10,1.6,9.100000381,5.099999905,Branches - Small Woody Debris,NA,Yes,6,0,Cobble,Winter Run Chinook,61-80mm,20,NA
11/6/2018,12:07:05pm,North Cypress,Flatwater,10,1.02,5.489999771,2.099999905,Aquatic Veg,NA,Yes,0,0.1,Cobble,Winter Run Chinook,41-50mm,10,NA
11/6/2018,12:02:57pm,North Cypress,Flatwater,10,1.02,5.489999771,2.099999905,Aquatic Veg,NA,Yes,0,0.1,Cobble,Winter Run Chinook,51-60mm,80,NA
11/6/2018,11:40:11am,North Cypress,Flatwater,10,3.81,28.20000076,0,Cobble,NA,Yes,0,0.1,Cobble,Winter Run Chinook,61-80mm,90,NA
11/6/2018,12:08:33pm,North Cypress,Flatwater,10,1.02,5.489999771,2.099999905,Aquatic Veg,NA,Yes,0,0.1,Cobble,Winter Run Chinook,61-80mm,10,NA
11/6/2018,01:28:39pm,North Cypress,Flatwater,10,1.72,8.119999886,0,Aquatic Veg,NA,Yes,0.4,0.1,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
11/7/2018,10:32:22am,North Cypress,Pool,10,1.3,4.75,0,Fine Woody Debris,NA,Yes,0.3,0,Mud/Organic,Winter Run Chinook,<41mm,10,NA
11/7/2018,10:55:38am,North Cypress,Pool,10,1.8,8.25,0.660000026,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,<41mm,5,NA
11/7/2018,11:47:19am,North Cypress,Riffle,10,1,2.5,0,Cobble,NA,Yes,0,0,Cobble,Winter Run Chinook,<41mm,1,NA
11/7/2018,12:02:53pm,North Cypress,Riffle,10,0.8,3.079999924,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,<41mm,3,NA
11/7/2018,10:33:49am,North Cypress,Pool,10,1.3,4.75,0,Fine Woody Debris,NA,Yes,0.75,0,Mud/Organic,Winter Run Chinook,41-50mm,10,NA
11/7/2018,10:45:37am,North Cypress,Pool,10,1.66,9.75,2.75,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,41-50mm,70,NA
11/7/2018,10:51:39am,North Cypress,Pool,10,2,10.30000019,0.300000012,Fine Woody Debris,NA,Yes,0.25,0,Sand,Winter Run Chinook,41-50mm,20,NA
11/7/2018,10:58:59am,North Cypress,Pool,10,0.8,4.25,2,Fine Woody Debris,NA,Yes,3,0,Sand,Winter Run Chinook,41-50mm,100,NA
11/7/2018,11:01:54am,North Cypress,Pool,10,0.9,4.25,2.079999924,Fine Woody Debris,NA,Yes,4,0,Sand,Winter Run Chinook,41-50mm,50,NA
11/7/2018,11:05:09am,North Cypress,Pool,10,0.25,2.160000086,0.300000012,Fine Woody Debris,NA,No,0,0,Sand,Winter Run Chinook,41-50mm,50,NA
11/7/2018,11:07:35am,North Cypress,Pool,10,0.58,2.5,0,Fine Woody Debris,NA,Yes,0.08,0,Mud/Organic,Winter Run Chinook,41-50mm,5,NA
11/7/2018,11:16:59am,North Cypress,Pool,10,0.42,1.659999967,0.25,Cobble,NA,Yes,0.25,0,Sand,Winter Run Chinook,41-50mm,15,NA
11/7/2018,10:34:48am,North Cypress,Pool,10,1.3,4.75,0,Fine Woody Debris,NA,Yes,0.75,0,Mud/Organic,Winter Run Chinook,51-60mm,10,NA
11/7/2018,10:38:26am,North Cypress,Pool,10,2.16,11,0,Aquatic Veg,NA,Yes,0.25,0,Mud/Organic,Winter Run Chinook,51-60mm,10,NA
11/7/2018,10:47:27am,North Cypress,Pool,10,1.66,9.75,2.75,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,51-60mm,70,NA
11/7/2018,10:52:26am,North Cypress,Pool,10,2,10.30000019,0.300000012,Fine Woody Debris,NA,Yes,0.25,0,Sand,Winter Run Chinook,51-60mm,20,NA
11/7/2018,11:00:39am,North Cypress,Pool,10,0.66,3,2,Fine Woody Debris,NA,Yes,0.5,0,Sand,Winter Run Chinook,51-60mm,100,NA
11/7/2018,11:03:30am,North Cypress,Pool,10,0.9,4.25,2.079999924,Fine Woody Debris,NA,Yes,2,0,Sand,Winter Run Chinook,51-60mm,50,NA
11/7/2018,11:06:16am,North Cypress,Pool,10,0.25,2.160000086,0.5,Fine Woody Debris,NA,No,0,0,Sand,Winter Run Chinook,51-60mm,50,NA
11/7/2018,10:35:43am,North Cypress,Pool,10,1.3,4.75,0,Fine Woody Debris,NA,Yes,0.75,0,Mud/Organic,Winter Run Chinook,61-80mm,30,NA
11/7/2018,10:41:02am,North Cypress,Pool,10,2.16,11,0,Aquatic Veg,NA,Yes,0.25,0,Mud/Organic,Winter Run Chinook,61-80mm,20,NA
11/7/2018,10:42:50am,North Cypress,Pool,10,1.66,9.75,2.75,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,61-80mm,160,NA
11/7/2018,10:50:42am,North Cypress,Pool,10,2,10.30000019,0.25,Fine Woody Debris,NA,Yes,0.25,0,Sand,Winter Run Chinook,61-80mm,100,NA
11/7/2018,10:54:08am,North Cypress,Pool,10,2,10.30000019,0.300000012,Fine Woody Debris,NA,Yes,0.25,0,Cobble,Winter Run Chinook,61-80mm,100,NA
11/7/2018,10:36:50am,North Cypress,Pool,10,1.3,4.75,0,Fine Woody Debris,NA,Yes,0.75,0,Mud/Organic,Late Fall Run Run Chinook,81-100mm,2,NA
11/7/2018,10:49:01am,North Cypress,Pool,10,2,10.30000019,0.25,Fine Woody Debris,NA,Yes,0.2,0,Sand,Late Fall Run Run Chinook,81-100mm,100,NA
11/7/2018,12:05:59pm,North Cypress,Riffle,10,1.6,4,0,Large Woody Debris,NA,Yes,0,0.14,Cobble,Winter Run Chinook,41-50mm,5,NA
11/7/2018,12:08:10pm,North Cypress,Riffle,10,1.6,2,0,Large Woody Debris,NA,Yes,0,0.14,Cobble,Winter Run Chinook,51-60mm,5,NA
11/7/2018,12:09:15pm,North Cypress,Riffle,10,1.66,2,0,Large Woody Debris,NA,Yes,0,0.14,Cobble,Winter Run Chinook,61-80mm,5,NA
11/7/2018,10:25:01am,North Cypress,Pool,10,1.6,14,0,Fine Woody Debris,NA,Yes,0,0.15,Cobble,Winter Run Chinook,41-50mm,30,NA
11/7/2018,10:29:14am,North Cypress,Pool,10,1.6,14,0,Fine Woody Debris,NA,Yes,0,0.15,Cobble,Winter Run Chinook,51-60mm,30,NA
11/7/2018,12:16:26pm,North Cypress,Riffle,10,1.7,4,0,Fine Woody Debris,NA,Yes,3.25,0.15,Sand,Winter Run Chinook,51-60mm,10,NA
11/7/2018,10:30:18am,North Cypress,Pool,10,1.6,14,0,Fine Woody Debris,NA,Yes,0,0.15,Cobble,Winter Run Chinook,61-80mm,20,NA
11/7/2018,12:29:13pm,North Cypress,Riffle,10,1,3.799999952,0,Cobble,NA,Yes,0,0.16,Cobble,Winter Run Chinook,<41mm,4,NA
11/7/2018,12:14:41pm,North Cypress,Riffle,10,1.7,4,0,Fine Woody Debris,NA,Yes,3.25,0.16,Sand,Winter Run Chinook,41-50mm,20,NA
11/7/2018,12:22:18pm,North Cypress,Riffle,10,1.58,2.5,1.419999957,Fine Woody Debris,NA,NA,0,0.2,Cobble,Winter Run Chinook,51-60mm,7,NA
11/7/2018,12:01:03pm,North Cypress,Riffle,10,1.42,5,0,Cobble,NA,Yes,0,0.21,Cobble,Winter Run Chinook,<41mm,30,NA
11/7/2018,12:00:08pm,North Cypress,Riffle,10,1.42,5,0,Cobble,NA,Yes,0,0.21,Cobble,Winter Run Chinook,51-60mm,30,NA
11/7/2018,11:13:08am,North Cypress,Pool,10,2.25,6.800000191,0,Large Woody Debris,NA,Yes,0,0.21,Cobble,Rainbow Trout/Steelhead,81-100mm,1,NA
11/7/2018,12:01:48pm,North Cypress,Riffle,10,1.42,5,0,Cobble,NA,Yes,0,0.21,Cobble,Fall Run Chinook,81-100mm,20,NA
11/7/2018,11:56:35am,North Cypress,Riffle,10,1.42,5,0,Cobble,NA,Yes,0,0.23,Cobble,Winter Run Chinook,41-50mm,40,NA
11/7/2018,11:21:34am,North Cypress,Pool,10,4.75,21.07999992,0.159999996,Branches - Small Woody Debris,NA,Yes,0,0.41,Cobble,Winter Run Chinook,51-60mm,12,NA
1/7/2019,10:53:00am,North Cypress,Flatwater,3,0.8,4.5,1.200000048,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,20,NA
1/7/2019,11:16:30am,North Cypress,Pool,5,0.6,4.199999809,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,20,NA
1/7/2019,11:21:02am,North Cypress,Pool,5,0.5,3.799999952,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,20,NA
1/7/2019,11:25:11am,North Cypress,Pool,5,0.6,3.599999905,0,Branches - Small Woody Debris,NA,Yes,5.6,0,Sand,Fall Run Chinook,41-50mm,30,NA
1/7/2019,11:28:22am,North Cypress,Pool,5,0.5,1.700000048,0,Branches - Small Woody Debris,NA,Yes,8.5,0,Sand,Fall Run Chinook,41-50mm,100,NA
1/7/2019,11:36:52am,North Cypress,Pool,5,0.5,2.200000048,0,Branches - Small Woody Debris,NA,No,0,0,Sand,Fall Run Chinook,41-50mm,50,NA
1/7/2019,11:39:43am,North Cypress,Pool,5,0.5,2.400000095,0.300000012,Branches - Small Woody Debris,NA,Yes,0,0,Sand,Fall Run Chinook,41-50mm,120,NA
1/7/2019,11:42:10am,North Cypress,Pool,5,0.4,2,4.800000191,Fine Woody Debris,NA,No,0,0,Sand,Fall Run Chinook,41-50mm,80,NA
1/7/2019,11:46:17am,North Cypress,Pool,5,0.3,1.100000024,0.600000024,Branches - Small Woody Debris,NA,Yes,0.8,0,Sand,Fall Run Chinook,41-50mm,3,NA
1/7/2019,11:55:26am,North Cypress,Pool,5,0.8,2.599999905,0,Branches - Small Woody Debris,NA,No,0,0,Sand,Fall Run Chinook,41-50mm,60,NA
1/7/2019,12:38:53pm,North Cypress,Riffle,5,0.4,1.299999952,0,Cobble,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,20,NA
1/7/2019,12:43:58pm,North Cypress,Riffle,5,0.3,1.799999952,0,Cobble,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,5,NA
1/7/2019,12:48:36pm,North Cypress,Riffle,5,0.2,1.899999976,0,Cobble,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,15,NA
1/7/2019,01:01:41pm,North Cypress,Riffle,5,0.4,0.5,0,Undercut Bank,NA,Yes,0.3,0,Gravel,Fall Run Chinook,41-50mm,4,NA
1/7/2019,11:19:08am,North Cypress,Pool,5,0.5,3.799999952,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,51-60mm,10,NA
1/7/2019,11:22:53am,North Cypress,Pool,5,0.6,3.599999905,0,Branches - Small Woody Debris,NA,Yes,5.6,0,Sand,Fall Run Chinook,51-60mm,50,NA
1/7/2019,11:32:58am,North Cypress,Pool,5,0.5,1.700000048,0,Branches - Small Woody Debris,NA,Yes,8.5,0,Sand,Fall Run Chinook,51-60mm,50,NA
1/7/2019,11:34:48am,North Cypress,Pool,5,0.5,1.700000048,0,Branches - Small Woody Debris,NA,Yes,8.5,0,Sand,Winter Run Chinook,61-80mm,5,NA
1/7/2019,12:59:40pm,North Cypress,Riffle,5,0.45,2.200000048,0,Cobble,NA,Yes,0,0.1,Cobble,Fall Run Chinook,<41mm,1,NA
1/7/2019,10:36:22am,North Cypress,Flatwater,3,2.2,8.800000191,0,Branches - Small Woody Debris,NA,No,0.7,0.1,Gravel,Fall Run Chinook,41-50mm,1,overcast and poor visibility
1/7/2019,12:23:36pm,North Cypress,Riffle,5,1.6,4,3.599999905,Fine Woody Debris,NA,Yes,0,0.2,Cobble,Fall Run Chinook,41-50mm,2,NA
1/7/2019,12:35:38pm,North Cypress,Riffle,5,0.4,0,2.799999952,Cobble,NA,Yes,0,0.2,Cobble,Fall Run Chinook,41-50mm,8,NA
1/7/2019,12:12:49pm,North Cypress,Riffle,5,0.5,1.200000048,0,Branches - Small Woody Debris,NA,Yes,2.3,0.3,Gravel,Fall Run Chinook,41-50mm,1,NA
1/7/2019,12:41:58pm,North Cypress,Riffle,5,0.2,2,0,Cobble,NA,Yes,0,0.4,Cobble,Fall Run Chinook,41-50mm,30,NA
1/7/2019,12:00:16pm,North Cypress,Riffle,5,1.9,4.699999809,0,Cobble,NA,Yes,0,0.75,Cobble,Fall Run Chinook,41-50mm,1,NA
1/7/2019,12:16:12pm,North Cypress,Riffle,5,1.4,2.5,0,Branches - Small Woody Debris,NA,Yes,0,9,Cobble,Fall Run Chinook,41-50mm,10,NA
8/2/2019,04:01:48am,North Cypress,Pool,10,2.3,1.4,0,Overhead cover,Yes,Yes,1.4,0.1,Sand,Late Fall Run Run Chinook,41-50mm,2,overhead
8/2/2019,04:07:29am,North Cypress,Pool,10,1.8,2.5,0,Fine Woody Debris,Yes,Yes,2.3,0.1,Sand,Late Fall Run Run Chinook,51-60mm,4,overhead
8/2/2019,04:45:50am,North Cypress,Pool,10,0.35,1.2,0.3,Aquatic Veg,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,1,no overhead
8/2/2019,04:50:23am,North Cypress,Pool,10,0.4,1.25,0.8,Aquatic Veg,No,Yes,0,0.1,Gravel,Rainbow Trout/Steelhead,<41mm,2,no overhead
8/5/2019,05:35:37am,North Cypress,Flatwater,10,1.1,3.1,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,51-60mm,7,no overhead
8/5/2019,05:39:50am,North Cypress,Flatwater,10,0.8,1.9,0,Fine Woody Debris,Yes,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,10,overhead
8/5/2019,05:42:27am,North Cypress,Flatwater,10,0.8,1.9,0,Fine Woody Debris,Yes,Yes,0,0,Cobble,Rainbow Trout/Steelhead,51-60mm,11,overhead
8/5/2019,05:43:58am,North Cypress,Flatwater,10,0.8,3.6,0,Fine Woody Debris,Yes,Yes,0.3,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,2,overhead
8/5/2019,05:48:07am,North Cypress,Flatwater,10,0.9,5.5,0,Fine Woody Debris,Yes,Yes,4,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,5,overhead
8/5/2019,05:51:36am,North Cypress,Flatwater,10,0.9,5.5,0,Fine Woody Debris,Yes,Yes,4,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,1,overhead
8/5/2019,05:53:21am,North Cypress,Flatwater,10,1,4.3,0,Fine Woody Debris,Yes,Yes,4.8,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,6,overhead
8/5/2019,05:56:12am,North Cypress,Flatwater,10,1,4.3,0,Fine Woody Debris,Yes,Yes,5,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,1,overhead
8/5/2019,05:58:45am,North Cypress,Flatwater,10,0.75,4.8,0,Fine Woody Debris,Yes,Yes,3,0,Sand,Rainbow Trout/Steelhead,41-50mm,3,overhead
8/5/2019,06:01:40am,North Cypress,Flatwater,10,0.75,4.8,0,Fine Woody Debris,Yes,Yes,3,0,Sand,Rainbow Trout/Steelhead,<41mm,1,overhead
8/5/2019,06:03:34am,North Cypress,Flatwater,10,1.4,7,0,Fine Woody Debris,No,Yes,1.3,0,Sand,Rainbow Trout/Steelhead,51-60mm,3,no overhead
8/5/2019,06:08:55am,North Cypress,Flatwater,10,1.4,7,0,Fine Woody Debris,No,Yes,1.3,0,NA,Rainbow Trout/Steelhead,41-50mm,2,no overhead
8/5/2019,06:10:39am,North Cypress,Flatwater,10,1,3.6,0.8,Cobble,No,Yes,0.8,0,Sand,Rainbow Trout/Steelhead,<41mm,2,no overhead
8/5/2019,06:16:17am,North Cypress,Flatwater,0,0.5,0.8,0.5,Cobble,No,Yes,0.5,0,Gravel,Rainbow Trout/Steelhead,<41mm,2,no overhead
8/5/2019,06:18:38am,North Cypress,Flatwater,10,0.4,0.7,0,Cobble,No,Yes,0,0,Gravel,Rainbow Trout/Steelhead,<41mm,10,no overhead
8/5/2019,06:20:18am,North Cypress,Flatwater,10,0.8,2.7,0,Cobble,No,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,5,no overhead
10/3/2019,01:03:08pm,North Cypress,Flatwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
10/3/2019,01:03:45pm,North Cypress,Pool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
12/2/2019,NA,North Cypress,Pool,6,0.9,6.3,1.2,Branches - Small Woody Debris,NA,Yes,0,0.1,Cobble,Winter Run Chinook,51-60mm,3,NA
12/2/2019,NA,North Cypress,Pool,6,0.9,6.3,1.2,Branches - Small Woody Debris,NA,Yes,0,0.1,Cobble,Winter Run Chinook,41-50mm,6,NA
12/2/2019,NA,North Cypress,Pool,6,0.8,3.2,2,Branches - Small Woody Debris,NA,Yes,0,0.05,Gravel,Winter Run Chinook,41-50mm,40,NA
12/2/2019,NA,North Cypress,Pool,6,0.8,3.2,2,Branches - Small Woody Debris,NA,Yes,0,0.05,Gravel,Winter Run Chinook,51-60mm,20,NA
12/2/2019,NA,North Cypress,Pool,6,0.8,3.2,2,Branches - Small Woody Debris,NA,Yes,0,0.05,Gravel,Winter Run Chinook,61-80mm,4,NA
12/2/2019,NA,North Cypress,Pool,6,0.5,1,0.5,Fine Woody Debris,NA,Yes,0,0.05,Cobble,Winter Run Chinook,41-50mm,1,NA
12/2/2019,NA,North Cypress,Pool,0,0.6,4,2,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,41-50mm,1,NA
12/2/2019,NA,North Cypress,Pool,6,1,4,4,Fine Woody Debris,NA,Yes,1,0.09,Sand,Winter Run Chinook,61-80mm,15,NA
12/2/2019,NA,North Cypress,Pool,6,1.6,2,0,Undercut Bank,NA,Yes,0,0.08,Cobble,Winter Run Chinook,41-50mm,1,NA
12/2/2019,NA,North Cypress,Flatwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fish found
1/28/2020,03:47:19am,North Cypress,Flatwater,10,0.5,0.6,0.1,Cobble,No,Yes,0.1,0.08,Sand,Fall Run Chinook,51-60mm,3,no overhead
1/28/2020,03:54:45am,North Cypress,Flatwater,10,2.1,6,0,Fine Woody Debris,No,Yes,0.5,0,Mud/Organic,Late Fall Run Run Chinook,41-50mm,1,no overhead
1/28/2020,04:01:58am,North Cypress,Flatwater,10,0.6,2.2,0,Cobble,No,Yes,0,0.05,Cobble,Late Fall Run Run Chinook,41-50mm,28,no overhead
1/28/2020,04:04:14am,North Cypress,Flatwater,10,0.6,2.2,0,Cobble,No,Yes,0,0.05,Cobble,Winter Run Chinook,61-80mm,2,no overhead
1/28/2020,04:06:35am,North Cypress,Flatwater,10,0.5,2,0.2,Cobble,No,No,0.2,0.01,Cobble,Spring Run Chinook,51-60mm,10,no overhead
1/28/2020,04:10:42am,North Cypress,Flatwater,10,0.4,1.1,0.2,Cobble,No,Yes,0.2,0.05,Cobble,Late Fall Run Run Chinook,41-50mm,15,no overhead
1/28/2020,04:14:36am,North Cypress,Flatwater,10,0.3,2,0,Cobble,No,Yes,0,0.01,Cobble,Spring Run Chinook,51-60mm,5,no overhead
1/28/2020,04:16:12am,North Cypress,NA,10,0.3,2,0,Cobble,No,No,0,0.01,Cobble,Fall Run Chinook,51-60mm,15,no overhead
1/28/2020,04:19:38am,North Cypress,Flatwater,10,0.3,1.6,0.8,Cobble,No,Yes,0.8,0.01,Sand,Spring Run Chinook,41-50mm,4,no overhead
1/28/2020,04:21:53am,North Cypress,Flatwater,10,0.3,1.6,0.8,Cobble,No,Yes,0.8,0.01,Cobble,Fall Run Chinook,41-50mm,8,no overhead
1/28/2020,04:29:10am,North Cypress,Flatwater,10,0.7,3.6,0,Cobble,No,Yes,0,0.04,Cobble,Winter Run Chinook,61-80mm,7,no overhead
1/28/2020,04:32:31am,North Cypress,Flatwater,10,0.9,3.8,0,Cobble,No,Yes,0,0.45,Cobble,Fall Run Chinook,41-50mm,45,no overhead
1/28/2020,04:34:32am,North Cypress,Flatwater,10,0.8,3.4,0,Cobble,No,Yes,0,0.1,Cobble,Fall Run Chinook,41-50mm,21,no overhead
1/28/2020,04:38:35am,North Cypress,Flatwater,10,0.6,2.6,0,Cobble,No,Yes,0,0.13,Cobble,Late Fall Run Run Chinook,41-50mm,65,no overhead
1/28/2020,04:41:09am,North Cypress,Flatwater,10,0.7,3.1,0,Cobble,No,Yes,0,0.11,Cobble,Late Fall Run Run Chinook,41-50mm,120,no overhead
1/28/2020,04:44:09am,North Cypress,Flatwater,10,1.1,4.7,0,Cobble,No,Yes,0,0.01,Cobble,Fall Run Chinook,41-50mm,80,no overhead
1/28/2020,04:47:48am,North Cypress,Flatwater,10,1.1,4.7,0,Cobble,No,Yes,0,0.01,Cobble,Spring Run Chinook,51-60mm,10,no overhead
1/28/2020,04:52:05am,North Cypress,Flatwater,10,0.9,2.8,0,Cobble,Yes,Yes,0,0.02,Cobble,Fall Run Chinook,41-50mm,112,overhead
1/28/2020,04:55:01am,North Cypress,Flatwater,10,0.6,2,0,Cobble,No,Yes,0,0.02,Cobble,Fall Run Chinook,41-50mm,140,no overhead
1/28/2020,05:02:15am,North Cypress,Flatwater,10,0.6,2.8,0,Cobble,No,Yes,0,0.15,Gravel,Fall Run Chinook,51-60mm,10,no overhead
