location_type,habitat_type,fish_type,fork_length_mm,weight_g,condition_factor,date,side_channel,control_impact,channel_status
Mainstem,Mid Mainstem,FR,66,NA,NA,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,67,3.44,1.14375771,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,68,3.71,1.179905353,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,68,3.73,1.186266029,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,69,3.21,0.977142179,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,70,3.68,1.072886297,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,70,3.83,1.116618076,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,70,4.01,1.16909621,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,71,4,1.117596274,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.52,0.943072702,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.72,0.996656379,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.99,1.068994342,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.99,1.068994342,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,4.14,1.109182099,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,73,4,1.028232699,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,73,4.48,1.151620623,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,75,4.75,1.125925926,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,75,5.22,1.237333333,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,76,4.59,1.04561525,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,76,5.03,1.14584852,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,77,5.1,1.117115302,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,77,5.11,1.119305724,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,77,5.14,1.12587699,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,78,5.42,1.14212984,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,5.3,1.074965672,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,5.3,1.074965672,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,5.54,1.123643363,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,6.11,1.239252879,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,80,5.17,1.009765625,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,80,6.2,1.2109375,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,81,5.87,1.10454406,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,82,5.48,0.993891557,6/20/2019,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,87,7.32,1.111612248,6/20/2019,Clear Creek,Control,Mainstem
Side Channel,Flatwater,FR,30,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,31,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,32,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,32,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,36,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,36,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,37,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,37,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,38,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,0.55,0.927190276,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,NA,NA,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,WR,54,1.78,1.130417111,12/9/2019,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,WR,58,1.66,0.85079339,12/9/2019,Cypress,Impact,Post-restoration side channel
Mainstem,Down Mainstem,FR,34,NA,NA,12/9/2019,Cypress,Impact,Mainstem
Mainstem,Roving-Mainstem,FR,35,NA,NA,12/10/2019,Kupuesta,Impact,Mainstem
Mainstem,Down Mainstem,JT,73,5.5,1.413819962,12/10/2019,Kupuesta,Impact,Mainstem
Side Channel,Pool,FR,34,NA,NA,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,NA,NA,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,SR,38,NA,NA,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,SR,41,NA,NA,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,SR,47,1.32,1.271394585,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,48,1.5,1.356336806,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,WR,55,1.77,1.063861758,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,WR,55,2.21,1.328324568,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,55,2.88,1.731029301,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,58,2.53,1.296691131,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,59,2.22,1.08092843,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,2.8,1.296296296,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,3.4,1.574074074,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,4.6,2.12962963,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,4.8,2.222222222,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,61,1.28,0.563923853,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,61,2.5,1.101413775,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,61,2.56,1.127847705,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,62,3.92,1.644792051,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,63,4.4,1.759669182,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,65,3.16,1.150659991,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,65,4.5,1.638598088,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,68,5.22,1.660136373,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,69,4.2,1.278503785,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,70,2.78,0.810495627,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,70,4.54,1.32361516,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,70,5.42,1.580174927,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,74,4.5,1.11049691,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,77,4.6,1.007594194,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,78,5.7,1.201132858,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,79,5.3,1.074965672,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,80,5.5,1.07421875,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,85,9,1.465499695,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,LFR,101,13.1,1.271473094,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,LFR,105,11.88,1.026239067,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,LFR,112,13.7,0.97513894,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,LFR,123,18.6,0.999534088,12/10/2019,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,FR,30,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,FR,31,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,33,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,FR,33,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,FR,34,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,SR,39,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,SR,39,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,42,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,SR,42,NA,NA,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,51,1.48,1.115709644,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,52,1.52,1.081019572,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,52,1.98,1.408170232,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,54,1.06,0.67316974,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,55,2.05,1.232156273,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,55,3.12,1.875281743,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,56,2.61,1.486197157,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,56,3.23,1.83924016,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,57,2.4,1.295945311,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,57,3.12,1.684728904,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,60,1.52,0.703703704,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,60,1.92,0.888888889,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,62,2.64,1.107717096,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,66,3.04,1.057406016,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,67,3.27,1.087234799,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,94,8.51,1.024580295,12/11/2019,Rio Vista,Impact,Post-restoration side channel
Mainstem,Down Mainstem,FR,32,NA,NA,12/11/2019,Rio Vista,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,NA,NA,12/11/2019,Rio Vista,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,12/11/2019,Rio Vista,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,12/11/2019,Rio Vista,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,12/11/2019,Rio Vista,Impact,Mainstem
Mainstem,Mid Mainstem,FR,35,NA,NA,12/11/2019,Rio Vista,Impact,Mainstem
Mainstem,Mid Mainstem,FR,30,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,32,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,33,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,33,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,39,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,40,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,43,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,44,NA,NA,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,46,2.14,2.198569902,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,WR,49,1.96,1.665972511,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,50,4.12,3.296,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,53,1.92,1.289655219,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,WR,54,2.75,1.74643093,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,54,3.34,2.121119748,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,55,2.6,1.562734786,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,WR,55,3.3,1.983471074,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,WR,56,2.16,1.229956268,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,56,2.3,1.309675656,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,57,2.08,1.123152603,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,59,2.62,1.275690309,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,59,3.27,1.592178363,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,WR,59,3.5,1.704166444,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,60,2.68,1.240740741,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,60,2.95,1.365740741,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,61,3.06,1.34813046,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,61,3.81,1.678554593,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,62,2.94,1.233594038,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,62,3.06,1.283944816,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,65,4.18,1.522075558,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,67,3.9,1.296702054,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,67,4.47,1.486220047,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,WR,71,4.22,1.179064069,12/11/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,LFR,111,14.06,1.028055082,12/11/2019,Lake California,Impact,Mainstem
Side Channel,Pool,FR,32,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,36,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,38,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,38,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,38,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,38,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,39,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,39,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,SR,44,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,47,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,48,NA,NA,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,50,2.04,1.632,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,WR,52,2.15,1.529073737,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,52,2.54,1.806440601,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,WR,52,3.28,2.332726445,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,53,2.36,1.585201206,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,54,2.43,1.543209877,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,56,2,1.138848397,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,56,2.76,1.571610787,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,57,2.48,1.339143488,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,59,2.04,0.993285584,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,59,2.98,1.450976,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,WR,59,3.8,1.850237853,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,62,2.86,1.200026854,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,WR,63,3.41,1.363743616,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,63,3.52,1.407735346,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,WR,63,4.41,1.76366843,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,65,2.51,0.9139736,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,65,4,1.456531634,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,66,3.4,1.18262515,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,66,3.86,1.342627376,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,67,3.01,1.000787996,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,71,3.72,1.039364535,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,71,4.61,1.288029706,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,72,4.72,1.26457476,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,72,4.75,1.272612311,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Riffle,WR,75,4.98,1.180444444,12/11/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,12/12/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,33,NA,NA,12/12/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,34,NA,NA,12/12/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,35,NA,NA,12/12/2019,Wyndham,Control,Control side channel
Side Channel,Pool,SR,37,NA,NA,12/12/2019,Wyndham,Control,Control side channel
Side Channel,Pool,JT,57,2.29,1.236547818,12/12/2019,Wyndham,Control,Control side channel
Mainstem,Mid Mainstem,JT,27,0.28,1.422547376,12/19/2019,Kapusta,Impact,Mainstem
Side Channel,Flatwater,FR,30,NA,NA,12/23/2019,Clear Creek,Control,Control side channel
Side Channel,Flatwater,FR,30,NA,NA,12/23/2019,Clear Creek,Control,Control side channel
Side Channel,Flatwater,FR,31,NA,NA,12/23/2019,Clear Creek,Control,Control side channel
Side Channel,Flatwater,FR,31,NA,NA,12/23/2019,Clear Creek,Control,Control side channel
Side Channel,Roving-Side channel,FR,37,NA,NA,12/23/2019,Clear Creek,Control,Control side channel
Mainstem,Roving-Mainstem,FR,31,NA,NA,12/23/2019,Clear Creek,Control,Mainstem
Mainstem,Roving-Mainstem,FR,34,NA,NA,12/23/2019,Clear Creek,Control,Mainstem
Mainstem,Roving-Mainstem,SR,40,NA,NA,12/23/2019,Clear Creek,Control,Mainstem
Side Channel,Pool,FR,30,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,32,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Roving-Side channel,FR,32,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,33,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,33,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,33,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,34,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,34,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Roving-Side channel,FR,34,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Roving-Side channel,FR,34,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,35,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,35,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Roving-Side channel,FR,35,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,36,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Roving-Side channel,FR,37,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,SR,42,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,SR,42,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Side Channel,Pool,SR,45,NA,NA,12/30/2019,Bourbon,Control,Control side channel
Mainstem,Down Mainstem,FR,34,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,34,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,34,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Roving-Mainstem,FR,34,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Up Mainstem,FR,37,NA,NA,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,WR,60,3,1.388888889,12/30/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,WR,69,3,0.913216989,12/30/2019,Bourbon,Control,Mainstem
Side Channel,Riffle,FR,32,NA,NA,1/13/2020,Wyndham,Control,Control side channel
Side Channel,Flatwater,FR,37,NA,NA,1/13/2020,Wyndham,Control,Control side channel
